SpeciesA,SpeciesB,Interaction,location,reference,notes,,,,,,,,,,,,,,,,
Dillenia indica,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1802",,,,,,,,,,,,,,,,,
Dillenia pentagyna,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1803",,,,,,,,,,,,,,,,,
Docynia indica,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1804",,,,,,,,,,,,,,,,,
Elaeocarpus lanceifolius,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1805",,,,,,,,,,,,,,,,,
Elaeocarpus tectorius,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1806",,,,,,,,,,,,,,,,,
Eleagnaceae,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1807",,,,,,,,,,,,,,,,,
Eleagnus caudata,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1808",,,,,,,,,,,,,,,,,
Embelia vestita,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1809",,,,,,,,,,,,,,,,,
Emblica officinalis,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1810",,,,,,,,,,,,,,,,,
Euphobiaceae,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1811",,,,,,,,,,,,,,,,,
Fagaceae,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1812",,,,,,,,,,,,,,,,,
Ficus auriculata,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1813",,,,,,,,,,,,,,,,,
Ficus hirta,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1814",,,,,,,,,,,,,,,,,
Ficus racemosa,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1815",,,,,,,,,,,,,,,,,
Ficus semicordata,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1816",,,,,,,,,,,,,,,,,
Ficus tinctoria,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1817",,,,,,,,,,,,,,,,,
Garcinia cowa,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1818",,,,,,,,,,,,,,,,,
Garcinia morella,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1819",,,,,,,,,,,,,,,,,
Garuga floribunda,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1820",,,,,,,,,,,,,,,,,
Guttiferae,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1821",,,,,,,,,,,,,,,,,
Hajra,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1822",,,,,,,,,,,,,,,,,
Hodgsonia macrocarpa,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1823",,,,,,,,,,,,,,,,,
Protium serratum,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1824",,,,,,,,,,,,,,,,,
Prunus domestica,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1825",,,,,,,,,,,,,,,,,
Prunus undulata,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1826",,,,,,,,,,,,,,,,,
Punicaceae,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1827",,,,,,,,,,,,,,,,,
Punica granatum,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1828",,,,,,,,,,,,,,,,,
Pyrus pashia,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1829",,,,,,,,,,,,,,,,,
Rhus semialata,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1830",,,,,,,,,,,,,,,,,
Rubus ellipticus,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1831",,,,,,,,,,,,,,,,,
Sapindus mukorossi,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1832",,,,,,,,,,,,,,,,,
Semecarpus anacardium,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1833",,,,,,,,,,,,,,,,,
Smilax ovalifolia,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1834",,,,,,,,,,,,,,,,,
Spondias pinnata,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1835",,,,,,,,,,,,,,,,,
Styraceae,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1836",,,,,,,,,,,,,,,,,
Syzygium cumini,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1837",,,,,,,,,,,,,,,,,
Syzygium grandis,Homo sapiens,frugivory,"Mizoram, India","Hazarika, T.k. Lalramchuana. Nautiyal. B.P. 2011. Studies on wild edible fruits of Mizoram, India used as ethno-medicine. Genet Resour Crop Evol. 59. 1767-1838",,,,,,,,,,,,,,,,,
Arenga pinnata,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Elmerillia tsimapacca,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Ficus sp,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Pandanus sp,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Buchanania arborescens,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Mangifera foetida,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Willughbeia flavescens,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Photos rumphii,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Calamus sp,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Calamus zonllingeri,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Deaemonorops robusta,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Blumea lacera,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Crassocephalum crepidioides,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Impatiens sp.,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Canarium commune,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Cratoxylon celebicum,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Garcinia parvifolia,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Eleaocarpis musseri,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Antidesma bunius,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Bridelia glauca,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Lithocarpus sp.,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Iodes cirrhosa,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Cinnamomum sp.,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Cryptocarya crassinerviopsis,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Litsea mappacea,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Artocarpus teysmannii,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Artocarpus vriescana ,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Ficus elmeri,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Ficus tinctoria,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Ficus chrycopsis,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Ficus sagitatta,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Ficus drupacea,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Ficus virens,Macaca tonkeana,frugivory,Lindu National Park ,Riley 2007. Flexibility in Diet and Activity Patterns of Macaca tonkeana in Response to Anthropogenic Habitat Alteration. International Journal of Primatology. Vol. 28. No1.,,,,,,,,,,,,,,,,,
Garcinia benthamii,Macaca leonina,frugivory,"Khao Yai National Park, Thailand","Albert A. Hambuckers A. Culot, L. Savini, T. Huynen, M.C. 2013. Frugivory and Seed Dispersal by Northen Pigtailed Macaques (Macaca leonina), in Thailand. Int. J. Primatology 34:170-193",,,,,,,,,,,,,,,,,
Baccaurea ramiflora,Macaca leonina,frugivory,"Khao Yai National Park, Thailand","Albert A. Hambuckers A. Culot, L. Savini, T. Huynen, M.C. 2013. Frugivory and Seed Dispersal by Northen Pigtailed Macaques (Macaca leonina), in Thailand. Int. J. Primatology 34:170-194",,,,,,,,,,,,,,,,,
Garcinia benthamii,Macaca leonina,frugivory,"Khao Yai National Park, Thailand","Albert A. Hambuckers A. Culot, L. Savini, T. Huynen, M.C. 2013. Frugivory and Seed Dispersal by Northen Pigtailed Macaques (Macaca leonina), in Thailand. Int. J. Primatology 34:170-195",,,,,,,,,,,,,,,,,
Gnetum macrostachyum,Macaca leonina,frugivory,"Khao Yai National Park, Thailand","Albert A. Hambuckers A. Culot, L. Savini, T. Huynen, M.C. 2013. Frugivory and Seed Dispersal by Northen Pigtailed Macaques (Macaca leonina), in Thailand. Int. J. Primatology 34:170-196",,,,,,,,,,,,,,,,,
Toddalia asiatica,Macaca leonina,frugivory,"Khao Yai National Park, Thailand","Albert A. Hambuckers A. Culot, L. Savini, T. Huynen, M.C. 2013. Frugivory and Seed Dispersal by Northen Pigtailed Macaques (Macaca leonina), in Thailand. Int. J. Primatology 34:170-197",,,,,,,,,,,,,,,,,
Diplectria barbata,Macaca leonina,frugivory,"Khao Yai National Park, Thailand","Albert A. Hambuckers A. Culot, L. Savini, T. Huynen, M.C. 2013. Frugivory and Seed Dispersal by Northen Pigtailed Macaques (Macaca leonina), in Thailand. Int. J. Primatology 34:170-198",,,,,,,,,,,,,,,,,
Ficus sp,Macaca leonina,frugivory,"Khao Yai National Park, Thailand","Albert A. Hambuckers A. Culot, L. Savini, T. Huynen, M.C. 2013. Frugivory and Seed Dispersal by Northen Pigtailed Macaques (Macaca leonina), in Thailand. Int. J. Primatology 34:170-199",,,,,,,,,,,,,,,,,
Melastoma malabathricum,Macaca leonina,frugivory,"Khao Yai National Park, Thailand","Albert A. Hambuckers A. Culot, L. Savini, T. Huynen, M.C. 2013. Frugivory and Seed Dispersal by Northen Pigtailed Macaques (Macaca leonina), in Thailand. Int. J. Primatology 34:170-200",,,,,,,,,,,,,,,,,
Ziziphus attopensis,Macaca leonina,frugivory,"Khao Yai National Park, Thailand","Albert A. Hambuckers A. Culot, L. Savini, T. Huynen, M.C. 2013. Frugivory and Seed Dispersal by Northen Pigtailed Macaques (Macaca leonina), in Thailand. Int. J. Primatology 34:170-201",,,,,,,,,,,,,,,,,
Baccaurea ramiflora,Macaca leonina,frugivory,"Khao Yai National Park, Thailand","Albert A. Hambuckers A. Culot, L. Savini, T. Huynen, M.C. 2013. Frugivory and Seed Dispersal by Northen Pigtailed Macaques (Macaca leonina), in Thailand. Int. J. Primatology 34:170-202",,,,,,,,,,,,,,,,,
Gnetum montanum,Macaca leonina,frugivory,"Khao Yai National Park, Thailand","Albert A. Hambuckers A. Culot, L. Savini, T. Huynen, M.C. 2013. Frugivory and Seed Dispersal by Northen Pigtailed Macaques (Macaca leonina), in Thailand. Int. J. Primatology 34:170-203",,,,,,,,,,,,,,,,,
Sysygium cumini,Macaca leonina,frugivory,"Khao Yai National Park, Thailand","Albert A. Hambuckers A. Culot, L. Savini, T. Huynen, M.C. 2013. Frugivory and Seed Dispersal by Northen Pigtailed Macaques (Macaca leonina), in Thailand. Int. J. Primatology 34:170-204",,,,,,,,,,,,,,,,,
Machilus odoratissima,Macaca leonina,frugivory,"Khao Yai National Park, Thailand","Albert A. Hambuckers A. Culot, L. Savini, T. Huynen, M.C. 2013. Frugivory and Seed Dispersal by Northen Pigtailed Macaques (Macaca leonina), in Thailand. Int. J. Primatology 34:170-205",,,,,,,,,,,,,,,,,
Carallia brachiata,Macaca leonina,frugivory,"Khao Yai National Park, Thailand","Albert A. Hambuckers A. Culot, L. Savini, T. Huynen, M.C. 2013. Frugivory and Seed Dispersal by Northen Pigtailed Macaques (Macaca leonina), in Thailand. Int. J. Primatology 34:170-206",,,,,,,,,,,,,,,,,
Piper ribesoides,Macaca leonina,frugivory,"Khao Yai National Park, Thailand","Albert A. Hambuckers A. Culot, L. Savini, T. Huynen, M.C. 2013. Frugivory and Seed Dispersal by Northen Pigtailed Macaques (Macaca leonina), in Thailand. Int. J. Primatology 34:170-207",,,,,,,,,,,,,,,,,
